mssv,lopsh,drl_hk1,drl_hk2,drl_hk3,drl_hk4,drl_hk5,drl_hk6,drl_hk7,drl_hk8,drl_hk9,drl_hk10,drl_hk11,drl_hk12,drl_hk13,drl_hk14
13D4805BXPvAibaEXe9p5G9u2qRxxVFNwIfURDPL,,92,82,100,86,87,69,56,66,27,55,55,,,
13D900A2XPvAibaEXe97wmuqTYuV7bJOKimbzKxM,KHMT2016,69,70,90,80,81,80,100,74,62,58,58,,,
13D944E0XPvAibaEXe+1P/4gNbgreZHDR7oX7edx,,91,74,69,80,86,70,64,81,72,,,,,
13DDB7B3XPvAibaEXe+eRvTdABjauZuCOZXlFr7M,TMCL2020,83,70,71,90,89,,,,,,,,,
13F62701XPvAibaEXe/KpP1fV6ua53O7/YBoYvaH,HTCL2016,26,50,51,63,65,,,,,,,,,
13F8D600XPvAibaEXe+pRrseqS9RoYfJgoS5lelo,KHTN2019,90,100,100,81,81,100,100,,,,,,,
13F96036XPvAibaEXe9d4LQb7PSjpuCzPtvH/htA,CNTT2019,90,79,75,88,81,96,96,,,,,,,
13F96CB9XPvAibaEXe917PYvJ9Jl7XQzUIJM8/Gf,PMCL2014,84,69,66,64,58,52,73,68,60,75,75,50,53,50
13FCABD2XPvAibaEXe9oUUIaLtVKvYN28vhdo4QV,CNCL2020,92,100,100,100,100,,,,,,,,,
1400115FXPvAibaEXe8xMXPq5EJM3iROho4HSOOi,HTTT2022,88,,,,,,,,,,,,,
14029FF2XPvAibaEXe+4UdF7idt72DMyRbJ/nBmz,KHNT2022,89,,,,,,,,,,,,,
14048005XPvAibaEXe9QnRVgwBqH8mL6M0yP0zk8,CNPM04,55,55,87,87,62,62,85,94,,,,,,
1407814DXPvAibaEXe8+gsckMshvU3AGnBljstfa,CNPM04,55,55,63,61,72,86,,,,,,,,
140E6C4CXPvAibaEXe/asAVnWDRS7Te/6FHN3JZ9,,59,47,57,57,49,53,64,58,71,75,65,65,50,
1415F4DFXPvAibaEXe/7NLuw76pt7R8q69kd+V98,,70,,,,,,,,,,,,,
141697FAXPvAibaEXe+UUQWJxakK0lhbKY/5ME+I,HTTT2020,100,100,100,100,100,,,,,,,,,
1419997DXPvAibaEXe8vzv/aZ4Qa6VwY8klzdMQO,ATCL2020,95,100,100,79,83,,,,,,,,,
141AC68FXPvAibaEXe8xMXPq5EJM3g5xhxoHay9Z,KTPM2022,90,,,,,,,,,,,,,
141CC052XPvAibaEXe/H+uP+7B7A0N0JlxuKSNFf,MTCL2020,90,100,89,80,66,,,,,,,,,
14201CC6XPvAibaEXe8K9VKm2afHLdKjVsxKb5b9,HTCL2016,70,71,86,80,76,75,90,82,73,64,58,58,50,
1426FF57XPvAibaEXe8OUmHa5DLhUfHABLhGFM7s,CNCL2020,87,77,86,78,69,,,,,,,,,
143452A8XPvAibaEXe8eipYZNlRNftmm0GNhMFhf,CNCL2020,90,82,87,72,91,,,,,,,,,
1435CBC9XPvAibaEXe+V18Hp4ZH8hlIC4UtZZUq5,HTTT05,0,0,0,84,84,96,78,93,88,,,,,
1436571AXPvAibaEXe8HxoLOw72ZIHe6w38Td9cn,PMCL2014,88,68,82,71,67,50,61,73,65,65,50,,,
143F14F8XPvAibaEXe9e5yvZyP+Pzgyu/AJVl983,TMĐT2020,100,100,100,100,100,,,,,,,,,
14404876XPvAibaEXe9VBFxKgc+YL5WtAzzR+mCu,MMT06,61,61,90,94,94,88,86,80,51,,,,,
144093DBXPvAibaEXe8YaJ+XvjGNa64NbIYvWcSN,CNTT2014,90,85,69,,,,,,,,,,,
1442E189XPvAibaEXe9j/EZgTdvJATNABkZG+M2R,KHMT2022,81,,,,,,,,,,,,,
1445E7B3XPvAibaEXe+28lpC3TQ8NjS1KUpSVzLk,KTMT05,0,50,50,54,54,69,81,34,25,,,,,
14475A56XPvAibaEXe9S6E9ioiUfBOgN9jbGjj20,ANTT2016,69,85,83,85,90,100,77,73,58,58,58,50,,
14497BCEXPvAibaEXe/ly4CLNSveRIKJpr/Dm14e,KTPM2020,100,99,91,94,91,,,,,,,,,
1449DECBXPvAibaEXe/1dZRxYPjNEBilQdngsgmn,KHTN2021,100,100,100,,,,,,,,,,,
144D27B4XPvAibaEXe9j1fI1hRMZJlza14nMWS7c,,70,58,46,75,69,61,72,68,44,,,,,
144D8A38XPvAibaEXe85YhhPviVprTj5PZBR48F2,KHBC2019,62,,,,,,,,,,,,,
144F83F4XPvAibaEXe8Fsd3dnKA7Bcl3wE4+JwPt,CTTT2020,70,58,76,49,61,,,,,,,,,
145400ABXPvAibaEXe+pX9RZhc1jhoqRmot4Fcpt,TMCL2019,90,72,73,73,83,88,76,,,,,,,
1458EA95XPvAibaEXe/nv6PZ4rt50qwMaSENpHp7,KHMT2015,86,59,49,68,80,70,,,,,,,,
145955E6XPvAibaEXe+L7yr6xo33KgiS+3SCnOTa,HTCL2018,90,85,87,72,84,75,79,68,58,,,,,
145AEF78XPvAibaEXe+Eq5yVDvOLCvCnHVXGFLnC,KHMT2020,83,74,78,64,76,,,,,,,,,
145DBE3DXPvAibaEXe8TCemjJxtx9DXD6cVF+kBL,KHMT2016,66,41,80,80,68,68,74,69,45,,,,,
146A34E5XPvAibaEXe9Tdz4CswjA13D0emhIm6k2,ATCL2019,90,90,90,90,91,83,79,,,,,,,
14784B12XPvAibaEXe/dwL/4ibPSsjayKvin5szY,CNCL2020,90,91,91,86,100,,,,,,,,,
147BB982XPvAibaEXe+M4a1ElYIFeBGwOTqCjxrb,ATTT2022,87,,,,,,,,,,,,,
1480B48FXPvAibaEXe8UudqiZvbz6HTIksc+VP+4,KTMT2021,100,100,100,,,,,,,,,,,
1482B2BEXPvAibaEXe+NqszRBbPDt4/vNAay2XsH,CTTT2017,74,94,100,95,100,100,72,79,74,74,66,,,
14844467XPvAibaEXe8IMfyUCPq0pFDi3oPjVkIV,TMCL2021,100,100,95,,,,,,,,,,,
148B0735XPvAibaEXe/PpYImsUfHqE1zMz8TOUpD,KTPM2016,87,81,85,95,90,85,74,69,71,62,58,58,50,
1495CAB7XPvAibaEXe8++PXLWOU+ZNQqUWx4DxbM,MTCL2020,90,80,89,82,95,,,,,,,,,
149BDD84XPvAibaEXe9CtFSNMbfIz6gM1EejySf8,,88,97,91,96,91,84,87,98,71,,,,,
14AB8948XPvAibaEXe/k1FtQjAVbepLD1aTsloNq,KTMT04,0,0,0,0,0,5,42,,,,,,,
14ADB64AXPvAibaEXe99wore2o79WvPgKzNgtq8R,CNCL2020,87,92,91,96,94,,,,,,,,,
14AE7D7FXPvAibaEXe/8ORM7Kmqlhb9bjZ7o1EHM,KHMT06,79,79,88,80,86,100,77,84,,,,,,
14AF4D92XPvAibaEXe/RbkbxRffgg/d7O6YSGcZX,MMTT2021,100,100,100,,,,,,,,,,,
14B8682EXPvAibaEXe9g/Q4nHISAYvR7AE0lhVhV,CTTT2021,93,89,98,,,,,,,,,,,
14B98014XPvAibaEXe++6Ju+6+XUgw8g6rIYvkdT,CNTT2020,90,86,83,72,84,,,,,,,,,
14BDA020XPvAibaEXe/1s3KH3BspidbuyHWeUAZL,HTTT03,73,,,,,,,,,,,,,
14C52ED3XPvAibaEXe+wpuhQQTXxIsIJiH4ffSLI,ATTT2021,100,100,100,,,,,,,,,,,
14C54B3CXPvAibaEXe8/lUSKsOrL1Y+t6zD1kEhN,MMT06,56,56,62,63,62,68,62,60,44,15,35,,,
14D582BBXPvAibaEXe+Sh/YSk1nCLgOJp15Zr/fQ,,52,,,,,,,,,,,,,
14D74888XPvAibaEXe/JKySBFnJ8IuazFpPWuSJV,MMTT2014,73,71,76,66,62,57,85,75,65,70,50,,,
14E627F9XPvAibaEXe9WcTnuikKYKmNDdaYQsG5E,KHMT2015,61,66,64,69,76,75,71,75,71,58,53,50,,
14EA3727XPvAibaEXe8JRliMuqssCJF9lhlKmfmh,MTCL2016,79,99,95,85,85,88,100,100,93,,,,,
14EB4A71XPvAibaEXe8eipYZNlRNfssEJf/rzLsx,CNCL2020,83,71,70,60,58,,,,,,,,,
14EEA146XPvAibaEXe/2sgPA+OKAks3AV3zsZSFH,ATTT2019,100,100,100,100,100,100,100,,,,,,,
14F36C86XPvAibaEXe+E+n9mGyneJx876KeeY376,KHMT2015,81,31,7,43,49,46,60,41,,,,,,
14F4B3ABXPvAibaEXe8G83HieIGDAIl6Asqpzwa1,KTMT06,72,72,97,89,94,93,86,82,69,,,,,
14F4FAE3XPvAibaEXe91cD6qcSaqdKuYK9nmLwD7,KTMT06,70,70,63,74,30,,,,,,,,,
14F6E0B4XPvAibaEXe9lBSDUcTfUNsCrOQOZEu/+,HTTT03,53,,,,,,,,,,,,,
14FA1A7EXPvAibaEXe86Rqk7wH1x9PLV905GnvBj,KTMT2020,87,75,99,71,71,,,,,,,,,
14FBC362XPvAibaEXe9tNeZtU5umq1GhRtjij6EV,KHCL2021,100,100,100,,,,,,,,,,,
14FC1F56XPvAibaEXe9G9TgPoPa7moONjzvkGRi/,KTMT06,60,60,84,86,71,74,65,44,44,31,68,,,
15055332XPvAibaEXe/CiA6lhXdOJBrC/zjOLiIr,MMT04,65,65,76,76,87,87,84,66,,,,,,
1509C4BEXPvAibaEXe/rjDHOxd0P/C279C6fXCIA,,67,,,,,,,,,,,,,
15121C7CXPvAibaEXe9xLM9bjmqfKfIXG7KB9i6r,MMCL2017,47,,,,,,,,,,,,,
1514F52EXPvAibaEXe82B8VnNvUD6CkE/QMvqqSy,MTCL2018,100,90,100,100,98,,,,,,,,,
1516A808XPvAibaEXe8TwY0YV57PP4/yfV9vbrlZ,,91,88,100,89,74,61,65,66,37,48,55,55,,
15193C7CXPvAibaEXe+QrwS/gm46TWVTnH3JiPxv,KHCL2019,100,91,93,84,58,48,,,,,,,,
151BC71AXPvAibaEXe9ZsjBGMHTvptxKpTRCdcJN,KHMT2014,78,73,81,79,64,58,95,75,60,,,,,
15236AA2XPvAibaEXe8Is0U1Tzjs+0CtktqBkofu,CNCL2021,100,100,95,,,,,,,,,,,
15265D5AXPvAibaEXe9MnecufC0W/gKo6J+oNWGX,KHMT2019,95,100,100,100,100,100,100,,,,,,,
1527157FXPvAibaEXe+IHpyKtVpYLJ/G87k8KzWJ,KHCL2021,98,86,65,,,,,,,,,,,
152920E2XPvAibaEXe8SRUt3BATKgareMyi/MAyS,HTCL2016,55,,,,,,,,,,,,,
152CB188XPvAibaEXe8Fsd3dnKA7BeESrHqOvJ5L,MMTT2020,86,69,55,,,,,,,,,,,
152D0E20XPvAibaEXe99cj54RqRPPyYJWfDsxlm5,KHNT2020,90,100,68,76,90,,,,,,,,,
1532DC27XPvAibaEXe8BAaBXzQTMEmAP8rwD5zrF,KTMT03,51,,,,,,,,,,,,,
1535CD84XPvAibaEXe9KDPR79yT+xH/0KBQjUHwf,KHDL2018,85,85,100,100,100,100,100,100,,,,,,
1539EC40XPvAibaEXe/LNLhWI8bipYeGgeaNzBAS,CNCL2021.2,100,100,90,,,,,,,,,,,
153B77ACXPvAibaEXe9lewQt/npj+2tAbLL9Upfl,,62,,,,,,,,,,,,,
153D9C62XPvAibaEXe+oo0hccQuSuNUsz250V3Qk,KTMT2018,85,85,70,72,90,81,100,72,73,,,,,
153FFFBBXPvAibaEXe9B4DABGWTuPRD01l3IEpdH,KTMT06,59,59,70,75,66,52,67,52,44,15,,,,
15438364XPvAibaEXe940vcGUhedsI1uVYfjzF5y,HTTT05,0,75,75,67,67,77,78,52,33,,,,,
15463ACBXPvAibaEXe/UmsX+Yo/cn1N4h27qOeMK,PMCL2019,100,100,91,100,100,100,89,,,,,,,
1555222AXPvAibaEXe9/Gb/OX3UNHunVhbPRTomy,KTMT04,0,0,0,0,0,5,40,,,,,,,
156479CCXPvAibaEXe/GIu0V6tRrkybzm81Oy8IU,CNCL2019,95,100,100,100,100,100,100,,,,,,,
1567EF81XPvAibaEXe+l62icawnoYpbOqkYjvkxQ,MTCL2019,81,66,58,76,85,82,86,,,,,,,
156AC4FBXPvAibaEXe8+VDoyffv0ooUsgH/ve3Vk,,55,,,,,,,,,,,,,
15837AC4XPvAibaEXe9TCu1KOAAoOTUl6a77/8nS,MMTT2022,100,,,,,,,,,,,,,
158AD701XPvAibaEXe9afbyrOJH5CBOTQmYnFjFX,KTMT2014,86,52,45,37,24,45,38,56,65,75,54,61,53,
158BDF19XPvAibaEXe8scZUjY2tXh6jnrItb7Hs8,CTTT2015,100,88,77,79,80,90,86,80,60,,,,,
158F0091XPvAibaEXe9vsqiPWJvEGttuj1aO0HNY,KTMT2022,98,,,,,,,,,,,,,
158FB8C2XPvAibaEXe+x/3KKGWxYH2pEsBjyxoBO,MMTT2016,81,,,,,,,,,,,,,
15910756XPvAibaEXe9GlN+XytFuE3QTYj3S3Djj,CNPM04,70,70,85,74,75,75,,,,,,,,
15911153XPvAibaEXe+NFoCjcOelGcGIiUPm6x3r,KHMT2020,87,100,100,90,95,,,,,,,,,
1594A858XPvAibaEXe8YlvtcvZCDlV3AYBmyr/Kn,KTPM2017,67,80,76,80,83,77,77,72,63,70,58,,,
159C1C88XPvAibaEXe8xVksmZjrwl7oaxa6XZK4u,CNT22013,50,,,,,,,,,,,,,
15A008BEXPvAibaEXe8X/UxhAbbOG1sG/TbS5k88,MMTT2016,64,68,73,78,76,80,74,74,58,58,58,58,50,
15A03C0DXPvAibaEXe/69hWWh+JD2UVz3ufk0Hxi,PMCL2014,78,69,78,64,56,61,49,68,60,80,,,,
15A04DD1XPvAibaEXe8rV0TGO4M10KhLHTIk8p1s,KHMT2022,70,,,,,,,,,,,,,
15A46F5AXPvAibaEXe//Z7+CGDQLoGJZlAbDnoO3,KTPM2016,76,73,80,75,80,75,76,73,63,,,,,
15A7D2AEXPvAibaEXe9PHS03bFe3hGUB0TSHBdNp,MTCL2014,67,85,76,66,42,49,79,75,,,,,,
15A7F5AEXPvAibaEXe9ESTQu9OOcIDfHcE/SqcXa,KTMT2015,81,78,66,80,76,85,80,90,63,50,,,,
15A91E53XPvAibaEXe/5h0vZw0NHL5mM+K0Tj6RE,HTCL2016,69,83,90,85,76,80,100,86,62,63,58,,,
15AA8239XPvAibaEXe/IOsuN/I5gh7smeDF+lIQ2,TMĐT2017,74,90,90,90,91,79,86,88,81,77,68,,,
15B01F59XPvAibaEXe+0HSIVMzJ1BgcdjRfVmALS,KTMT2022,90,,,,,,,,,,,,,
15B48C79XPvAibaEXe/CCXDRCPWe64Etyat7S1CV,KHMT06,87,87,83,90,94,96,75,77,29,,,,,
15B59F77XPvAibaEXe/SqPunOb7eNLhRC0LXdePX,MMT03,66,,,,,,,,,,,,,
15B66C52XPvAibaEXe8bf5Id2G+MeOnMvOqMxXQg,,40,,,,,,,,,,,,,
15B88849XPvAibaEXe+9tOqtJ+TlMgs05RMBFJt2,KHCL2017,87,88,,,,,,,,,,,,
15BB8A69XPvAibaEXe/HUzLtjodNT22Bm+O0TTdr,PMCL2021,82,90,87,,,,,,,,,,,
15C0F9D5XPvAibaEXe+J+IMbPBeTHB5gC09ETBJb,CNTT2020,97,100,100,100,100,,,,,,,,,
15C33CC5XPvAibaEXe+kwIr/VXjl0wYohOP14Jzj,,88,77,-7,53,2,14,,,,,,,,
15C3C23FXPvAibaEXe/yTqQKv0UsdSFwdc3I1baY,KTPM2018,78,78,90,86,80,100,90,86,,,,,,
15C80085XPvAibaEXe9YdST3ySUdgaWTmJEp/nwq,CNTN03,71,,,,,,,,,,,,,
15CDCD20XPvAibaEXe9zkQY6ucuvgJYrkaMd8KRz,PMCL2019,90,90,93,87,85,70,77,,,,,,,
15D167DAXPvAibaEXe+OhmjSj4XEzSQLCI3erBDu,KHTN2016,68,78,85,85,80,75,84,70,66,,,,,
15D58130XPvAibaEXe+VDSoAYozpwzbO1ZfOuLVh,CTTT2015,83,62,68,58,90,80,100,85,95,,,,,
15D699A1XPvAibaEXe/X5uT1FaYTT/OqOQ2vqYPY,MMTT2017,80,80,80,75,88,77,84,90,86,66,58,,,
15D6A854XPvAibaEXe+IUXdezTp2c5CIqoxuzpRI,KHMT2020,90,100,100,90,99,,,,,,,,,
15D71F58XPvAibaEXe+qijhk17cQc9cFBDMPXAHy,CNPM04,65,65,79,78,96,97,,,,,,,,
15DF1EA0XPvAibaEXe/7ITqOUKtQ0k+0xpUfqhT2,ATTT2022,82,,,,,,,,,,,,,
15E44BDAXPvAibaEXe+IhxfprKO/fQw1pfik5fbk,HTTT04,50,50,77,77,53,53,78,60,,,,,,
15E4DDFEXPvAibaEXe+ysuDK57z48FLVvgKCV6Cw,CNPM04,60,60,61,57,74,80,,,,,,,,
15E504FBXPvAibaEXe+gsTDvgY5pDj0KmWUZl7mO,,77,65,95,90,82,77,64,70,70,,,,,
15E69398XPvAibaEXe9w/vFsijF85FgwWB6WHzWi,KHTN2022,90,,,,,,,,,,,,,
15ED9A67XPvAibaEXe9tRs79VypSY2Too9FvB+SK,KHMT2022,83,,,,,,,,,,,,,
15F6C1E4XPvAibaEXe9JezsmM1abkoOJzpa/FuCi,,69,83,83,95,94,69,87,67,,,,,,
15FB9C27XPvAibaEXe+9cOXDsJaW3lr/bDZFsCfK,HTTT2022,77,,,,,,,,,,,,,
1617AD15XPvAibaEXe9ASX2YKqk5AWKovvf31mk7,HTTT2016,50,38,23,,,,,,,,,,,
161E7A75XPvAibaEXe/R8wKTWV7vqlcE5UjUsCok,KTMT2019,90,83,89,90,92,88,90,,,,,,,
162192A2XPvAibaEXe+eVpqlotVS6c6ZDCcX4/2t,CNCL2020,87,86,88,69,72,,,,,,,,,
16260AB5XPvAibaEXe9klODFLmnXjeKQoCpUBXpH,PMCL2020,90,100,100,100,88,,,,,,,,,
16272517XPvAibaEXe/twRH8x8eyg2tiyMsTM1XC,ANTT2014,79,74,71,44,72,57,68,73,65,55,,,,
1628FDE2XPvAibaEXe/HEi/LLJqlPL8s35XnOacb,CNPM05,0,89,89,100,100,97,94,100,99,,,,,
162A3F9DXPvAibaEXe9k/KNomu2GfmgOmO5NgsMq,MMCL2021,100,100,81,,,,,,,,,,,
162A7EB7XPvAibaEXe+PVAbtvmWztizXjvoILtE2,PMCL2016,72,75,80,75,81,80,81,81,88,,,,,
162B3DD2XPvAibaEXe9Z7etuXgcZZyCypXe1WdcC,KTMT2021,99,94,100,,,,,,,,,,,
162B997EXPvAibaEXe8dZIB3odxynvLl7gPAdm0t,MTCL2014,71,80,80,69,64,84,90,80,65,,,,,
162BA150XPvAibaEXe8oT/p9f7Hpvdl+ry/t76zh,HTCL2018,80,80,81,82,83,92,79,77,,,,,,
162C363AXPvAibaEXe/Fuy4XnWnIVtR8zUj+Th6H,PMCL2017,80,80,85,80,70,77,72,89,79,66,,,,
162EF52BXPvAibaEXe8f6OVD8w2NiBiU0cFqMFw+,,72,74,100,97,72,66,82,61,30,55,,,,
16330429XPvAibaEXe/6es9ZTmhAJYovsQOSNcAx,MMTT2019,90,100,100,100,100,100,83,,,,,,,
163A1FA8XPvAibaEXe+WF/1YOkCORxlmTfHBZaKv,KHMT2022,81,,,,,,,,,,,,,
163A9D5BXPvAibaEXe/48twDzwE62xWk5jd4EjVX,KTPM2022,91,,,,,,,,,,,,,
163B0B05XPvAibaEXe8LEmLQG/Ynj/FCxkViE5xQ,,67,51,29,7,23,,,,,,,,,
16424E36XPvAibaEXe/Hd2nFsMs4VPf6MbfpNKbj,PMCL2019,90,74,80,70,91,73,64,,,,,,,
164FCE73XPvAibaEXe8qh9FRNDK+Mco5qzpzeyXe,CNTT2017,80,80,60,45,,,,,,,,,,
1650B769XPvAibaEXe8ptkRJyotmH+nH3Jp6kqSX,KTMT2014,62,72,-1,70,59,60,75,55,,,,,,
165101E9XPvAibaEXe/KGOYNCaEaWZedVwlY3QZ0,KHMT2014,73,65,76,10,,,,,,,,,,
1653E1ADXPvAibaEXe/F8UIBT+N0T1dgm122Jx54,KTPM2015,100,87,93,90,90,85,90,80,81,58,,,,
1654D363XPvAibaEXe/7wGtlPBaJPeIM0q34KsnN,,73,46,44,23,-2,0,-8,,,,,,,
16569392XPvAibaEXe/1bsgFpjh4A4EExzRzSRK5,MMT06,61,61,58,54,,,,,,,,,,
16581124XPvAibaEXe/xzCVTNrEPZElLNl5tRXn5,ATTT2021,100,90,95,,,,,,,,,,,
165A1DB1XPvAibaEXe8M37suqoe4CSMqLdV9Z+sP,ANTT2016,64,86,78,73,73,68,66,68,58,,,,,
165CB683XPvAibaEXe+ywvHYTnIXuJP2gfRl7KeL,KTMT2019,100,100,92,91,94,100,100,,,,,,,
16604DCCXPvAibaEXe9Y5isLaGILPez5y5v9zuSS,MMTT2022,86,,,,,,,,,,,,,
1662E3E1XPvAibaEXe+1P/4gNbgreUA+MXxSOODq,MMTT2013,-2,,,,,,,,,,,,,
1666439CXPvAibaEXe+3sZoWnetaj3GtIZaMXKq8,TMĐT2016,95,100,100,90,99,100,90,100,78,58,50,50,50,
1668B1AEXPvAibaEXe8LHfATqQ4bHvpZYxNsj+iv,CNTT2014,68,80,75,61,67,74,80,75,65,70,50,,,
166C11D6XPvAibaEXe8Vqbyt4MXULJSpzWrhWMgN,KTMT05,0,53,53,69,69,88,94,79,70,,,,,
166EEDDFXPvAibaEXe8JVGhFAfQ9UzQbzCQR0b8f,HTTT2021,93,98,74,,,,,,,,,,,
16711091XPvAibaEXe9Hf/fJ8gF3WonhdqtnpIjx,KHDL2019,90,100,100,91,100,100,100,,,,,,,
1672B406XPvAibaEXe8C3lblh2dNngamFrWPE5f9,KHMT2019,100,100,100,100,100,100,100,,,,,,,
16764D92XPvAibaEXe+1exR/9VxBI8qr5zcny38G,MMCL2019,100,99,100,100,100,100,100,,,,,,,
16765E4EXPvAibaEXe9Z67almz7y5p5Ev/WkDmP/,,76,55,35,45,60,63,62,60,75,74,65,75,50,
1676765BXPvAibaEXe+y9Z7iOH0a5Mav62p2Y8dY,PMCL2020,92,100,100,100,100,,,,,,,,,
167B8EDEXPvAibaEXe8dsW93DhIODNXcaPetSzPj,KTPM2017,67,75,78,68,79,85,90,100,,,,,,
167C50BEXPvAibaEXe9Fr9h5GPmfNe8atClpIKaN,PMCL2017,50,65,65,70,94,94,86,97,,,,,,
167E4119XPvAibaEXe8LEmLQG/Ynj5+UPFk2/S38,,67,58,73,78,75,87,78,73,,,,,,
1682958DXPvAibaEXe+SbxsvF9MWxENJYf102hE/,KHDL2019,90,100,87,95,96,68,69,,,,,,,
168ADE1FXPvAibaEXe8JNpgMW2c4UNCJEPTBH44u,CNCL2018,80,79,79,79,83,89,79,77,73,,,,,
168BBAACXPvAibaEXe/8P85x4v1gdT7dolibi4Bq,KHNT2022,81,,,,,,,,,,,,,
169407F6XPvAibaEXe8w1z3B0NfbkxRkG6u+fHCn,MTCL2020,90,84,84,82,86,,,,,,,,,
169E288BXPvAibaEXe9yiXPLSHgqUe2zSu0wRdaD,KHDL2019,90,100,100,100,100,96,100,,,,,,,
16A020FCXPvAibaEXe/3LgJPL18cHyxhSndhhJ13,HTTT04,65,65,91,91,87,87,82,63,,,,,,
16A0D1DEXPvAibaEXe9SyjpgUL1o/I9HS2rudOXx,ATTT2022,88,,,,,,,,,,,,,
16A42535XPvAibaEXe/ETkXgDMKQ8WMBL+m0he54,MMTT2014,62,56,43,10,,,,,,,,,,
16A9172FXPvAibaEXe9zGba8fcKEKBzbkXVgMSfE,KHTN2016,85,90,90,90,81,85,100,100,,,,,,
16AE364FXPvAibaEXe+405HcUVDyrr9zabEKKoNU,KTPM2022,100,,,,,,,,,,,,,
16B841BEXPvAibaEXe/IK4nhpMwBEk4Iq1GBYInO,,72,,,,,,,,,,,,,
16B967BAXPvAibaEXe+qA4yV5f0Y/r4oICGcHLMv,HTCL2019,90,96,100,74,100,90,83,,,,,,,
16B9D983XPvAibaEXe/xF5/pNSDnSBVqf/DCK0te,KHMT06,93,93,100,100,100,100,100,100,,,,,,
16C30CEEXPvAibaEXe8JFpQse3KV6uVIaQvDb/Gu,HTCL2017,43,28,,,,,,,,,,,,
16CB5DD9XPvAibaEXe86ShnmDByrm78ybvgYsRBW,KHTN2016,92,86,100,95,90,100,100,98,,,,,,
16CD0729XPvAibaEXe9YgNnR0JxPhXZEbboziNXv,KHDL2018,100,95,100,83,91,81,100,93,,,,,,
16D5E3CFXPvAibaEXe+ccR/iEG5CIi3zDY2e7bNn,KHCL2021,72,48,48,,,,,,,,,,,
16D84524XPvAibaEXe+XPwj8qhte6Fir7b0a3Tsl,,81,91,83,72,95,65,70,61,25,50,50,,,
16DB961FXPvAibaEXe+boSxJoV2lkGV0I7/yycIf,MMCL2019,81,90,90,88,100,100,100,,,,,,,
16DD0CEEXPvAibaEXe8kgetl0RKXUnuZUW8Ro3/o,MMTT2022,87,,,,,,,,,,,,,
16DF3AD9XPvAibaEXe/+Hp+Bm/c3QXCVeXv7Eh1S,KHNT2022,100,,,,,,,,,,,,,
16E15ECFXPvAibaEXe/lq24VwKc+LH2JaVx+wPJx,CNTT2019,90,100,100,100,100,96,90,,,,,,,
16E3883BXPvAibaEXe+ciFM+SOt2qvpgklEXdWta,KTPM2022,95,,,,,,,,,,,,,
16E465DDXPvAibaEXe+XPwj8qhte6CxCOtU352+s,,85,93,100,88,93,70,80,66,30,51,,,,
16E87907XPvAibaEXe8rV0TGO4M10HN++A/LOARV,CNTT2022,98,,,,,,,,,,,,,
16F735FBXPvAibaEXe8DipYGHw7d9Z2YNhNz8umr,CNPM03,75,,,,,,,,,,,,,
16FCFAC9XPvAibaEXe9+/xtBEYZqzVK0jr2eiQUV,CNPM03,65,,,,,,,,,,,,,
1707E66BXPvAibaEXe9IdSrcHHsSQXQgMmNHU4Db,KTMT06,52,52,71,89,68,40,,,,,,,,
171595A9XPvAibaEXe9cPs/fVpB+n475y91KVQ5i,KTPM2015,95,88,86,99,90,100,90,90,84,,,,,
17199AB2XPvAibaEXe84OR/xkBCpMVT0RTX/hirN,ATTN2018,90,95,90,100,90,100,96,96,68,,,,,
171EB319XPvAibaEXe/SouBySQ9Ujy9NTsMyD8+d,KTPM2016,75,80,85,85,81,75,74,81,93,,,,,
1722CC26XPvAibaEXe/hf1xDz7/5iHe4vET2Supf,HTTT06,76,76,74,74,100,88,81,73,54,,,,,
17263226XPvAibaEXe9vXn9w1oomdc8OJjDP9q3F,HTTT06,71,71,79,60,52,68,51,62,44,,,,,
17284407XPvAibaEXe+tg0ae8qw/gu8mbQ9Gdz1t,KHMT2014,82,72,88,89,78,80,90,85,,,,,,
172B5BDAXPvAibaEXe9I+mwDmGnD1FTegWJ3jt+n,ATTN2021,94,97,56,,,,,,,,,,,
172C622DXPvAibaEXe+43HJfrfERJJs337WG3OmJ,MTCL2018,65,46,,,,,,,,,,,,
172DCFADXPvAibaEXe/x2lXf9NFd48GFwYyxQSlA,KTMT06,54,54,73,77,57,27,,,,,,,,
1737B842XPvAibaEXe+k18jMdjuJ+1jTOSczVQ41,HTTT2022,87,,,,,,,,,,,,,
173A83EFXPvAibaEXe+SI2uhC5CMEVbLlvCEBGu/,KHMT2016,69,76,85,80,81,75,88,76,68,,,,,
173BD95CXPvAibaEXe8LHfATqQ4bHhVEVKzVUe+r,KTMT2014,84,72,100,69,64,73,76,85,65,70,,,,
173BE33EXPvAibaEXe9drMWeKYE4jDnjOpqbJSA/,CTTT2019.2,87,69,70,75,70,72,77,,,,,,,
17416684XPvAibaEXe88L+jeN4TPm1DCv0jKW40C,PMCL2016,14,,,,,,,,,,,,,
174431B2XPvAibaEXe9jYPD7k7D65/iOekT3Je7B,MMT04,65,65,81,82,84,66,,,,,,,,
1748B3E7XPvAibaEXe/5n/8z7IorIl5VVVuCKrx8,HTCL2016,73,83,68,68,76,75,85,94,66,58,58,,,
175251B1XPvAibaEXe/CDMtnBauOULtbUgCTxm/Y,KTMT2018,80,90,64,78,58,58,,,,,,,,
